eta,budget,s,pair,estimator,epsilon,truth_ties,abstention_rate,false_safe,false_safe_eligible_by_rank,false_rejection,false_rejection_eligible_by_rank,better_acceptance,better_acceptance_eligible_by_rank,coverage,coverage_eligible_by_rank
1e-06,240,8,primary,mom_w2,0.5,0,0.9318833333333333,0.006884153427300938,"{""15"": 182, ""30"": 179, ""5"": 188}",0.025132275132275134,"{""15"": 18, ""30"": 21, ""5"": 12}",0.4350330687830688,"{""15"": 18, ""30"": 21, ""5"": 12}",0.06811666666666667,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,sample_variance,0.0,0,0.0,0.367814405360134,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,sample_variance,0.2,0,0.8885166666666666,0.014224413735343383,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.11148333333333334,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,sample_variance,0.3333333333333333,0,0.9640166666666666,0.002404103852596315,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.03598333333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,sample_variance,0.5,0,0.991175,0.00030883584589614743,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.008825000000000001,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,paired_mean,0.0,0,0.0,0.3885856365159129,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,paired_mean,0.2,0,0.8055666666666667,0.055154103852596316,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.19443333333333335,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,paired_mean,0.3333333333333333,0,0.92245,0.01897776381909548,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.07755000000000001,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,paired_mean,0.5,0,0.9740333333333333,0.005724581239530988,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.02596666666666667,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,mom_w1,0.0,0,0.0,0.4206976549413735,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,mom_w1,0.2,0,0.6664333333333333,0.12397671691792296,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.33356666666666673,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,mom_w1,0.3333333333333333,0,0.8243916666666666,0.06210134003350084,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.17560833333333334,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,mom_w1,0.5,0,0.9215333333333333,0.026242085427135683,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.07846666666666668,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,mom_w2,0.0,0,0.0,0.3885856365159129,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,mom_w2,0.2,0,0.8055666666666667,0.055154103852596316,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.19443333333333335,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,mom_w2,0.3333333333333333,0,0.92245,0.01897776381909548,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.07755000000000001,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,240,8,right,mom_w2,0.5,0,0.9740333333333333,0.005724581239530988,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.02596666666666667,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,sample_variance,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,sample_variance,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,sample_variance,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,sample_variance,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,paired_mean,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,paired_mean,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,paired_mean,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,paired_mean,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,mom_w1,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,mom_w1,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,mom_w1,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,mom_w1,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,mom_w2,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,mom_w2,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,mom_w2,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,left,mom_w2,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,sample_variance,0.0,0,0.0,0.1662725485661425,"{""15"": 184, ""30"": 184, ""5"": 188}",0.15479166666666666,"{""15"": 16, ""30"": 16, ""5"": 12}",0.8452083333333333,"{""15"": 16, ""30"": 16, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,sample_variance,0.2,0,0.86805,0.001400131051495529,"{""15"": 184, ""30"": 184, ""5"": 188}",0.025902777777777778,"{""15"": 16, ""30"": 16, ""5"": 12}",0.6510416666666666,"{""15"": 16, ""30"": 16, ""5"": 12}",0.13194999999999998,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,sample_variance,0.3333333333333333,0,0.9393166666666667,0.00014300030835646008,"{""15"": 184, ""30"": 184, ""5"": 188}",0.0065625000000000015,"{""15"": 16, ""30"": 16, ""5"": 12}",0.5638888888888889,"{""15"": 16, ""30"": 16, ""5"": 12}",0.06068333333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,sample_variance,0.5,0,0.9628166666666667,8.865248226950355e-06,"{""15"": 184, ""30"": 184, ""5"": 188}",0.0010069444444444444,"{""15"": 16, ""30"": 16, ""5"": 12}",0.47767361111111106,"{""15"": 16, ""30"": 16, ""5"": 12}",0.03718333333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,paired_mean,0.0,0,0.0,0.23150863398088187,"{""15"": 184, ""30"": 184, ""5"": 188}",0.18541666666666667,"{""15"": 16, ""30"": 16, ""5"": 12}",0.8145833333333333,"{""15"": 16, ""30"": 16, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,paired_mean,0.2,0,0.8156916666666667,0.01614708603145236,"{""15"": 184, ""30"": 184, ""5"": 188}",0.05725694444444445,"{""15"": 16, ""30"": 16, ""5"": 12}",0.6549652777777777,"{""15"": 16, ""30"": 16, ""5"": 12}",0.18430833333333332,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,paired_mean,0.3333333333333333,0,0.9188416666666667,0.00338440487203207,"{""15"": 184, ""30"": 184, ""5"": 188}",0.02125,"{""15"": 16, ""30"": 16, ""5"": 12}",0.5729166666666667,"{""15"": 16, ""30"": 16, ""5"": 12}",0.08115833333333335,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,paired_mean,0.5,0,0.9570666666666666,0.0004022124576009867,"{""15"": 184, ""30"": 184, ""5"": 188}",0.004895833333333333,"{""15"": 16, ""30"": 16, ""5"": 12}",0.48218749999999994,"{""15"": 16, ""30"": 16, ""5"": 12}",0.04293333333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,mom_w1,0.0,0,0.0,0.34492560900400865,"{""15"": 184, ""30"": 184, ""5"": 188}",0.22677083333333334,"{""15"": 16, ""30"": 16, ""5"": 12}",0.7732291666666667,"{""15"": 16, ""30"": 16, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,mom_w1,0.2,0,0.6176666666666667,0.09948812827628738,"{""15"": 184, ""30"": 184, ""5"": 188}",0.11972222222222223,"{""15"": 16, ""30"": 16, ""5"": 12}",0.636388888888889,"{""15"": 16, ""30"": 16, ""5"": 12}",0.38233333333333325,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,mom_w1,0.3333333333333333,0,0.8005,0.042995875732346596,"{""15"": 184, ""30"": 184, ""5"": 188}",0.06899305555555556,"{""15"": 16, ""30"": 16, ""5"": 12}",0.5492708333333334,"{""15"": 16, ""30"": 16, ""5"": 12}",0.1995,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,mom_w1,0.5,0,0.9106166666666666,0.013639569842738205,"{""15"": 184, ""30"": 184, ""5"": 188}",0.029618055555555554,"{""15"": 16, ""30"": 16, ""5"": 12}",0.4521527777777778,"{""15"": 16, ""30"": 16, ""5"": 12}",0.08938333333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,mom_w2,0.0,0,0.0,0.2916300493370336,"{""15"": 184, ""30"": 184, ""5"": 188}",0.2053125,"{""15"": 16, ""30"": 16, ""5"": 12}",0.7946874999999999,"{""15"": 16, ""30"": 16, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,mom_w2,0.2,0,0.733675,0.04526422294172063,"{""15"": 184, ""30"": 184, ""5"": 188}",0.08510416666666666,"{""15"": 16, ""30"": 16, ""5"": 12}",0.646423611111111,"{""15"": 16, ""30"": 16, ""5"": 12}",0.26632500000000003,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,mom_w2,0.3333333333333333,0,0.8779666666666667,0.014399475794017883,"{""15"": 184, ""30"": 184, ""5"": 188}",0.03840277777777778,"{""15"": 16, ""30"": 16, ""5"": 12}",0.5619791666666667,"{""15"": 16, ""30"": 16, ""5"": 12}",0.12203333333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,primary,mom_w2,0.5,0,0.94435,0.0031523666358310204,"{""15"": 184, ""30"": 184, ""5"": 188}",0.013090277777777779,"{""15"": 16, ""30"": 16, ""5"": 12}",0.46444444444444444,"{""15"": 16, ""30"": 16, ""5"": 12}",0.055650000000000005,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,sample_variance,0.0,0,0.0,0.15273597152428808,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,sample_variance,0.2,0,0.9286416666666667,0.0005845896147403685,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.07135833333333334,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,sample_variance,0.3333333333333333,0,0.9860333333333333,0.0,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.013966666666666669,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,sample_variance,0.5,0,0.9984666666666666,0.0,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.0015333333333333334,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,paired_mean,0.0,0,0.0,0.2224287688442211,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,paired_mean,0.2,0,0.8794166666666666,0.012502386934673369,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.12058333333333332,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,paired_mean,0.3333333333333333,0,0.9700833333333333,0.0022864321608040204,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.02991666666666667,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,paired_mean,0.5,0,0.9947083333333333,0.00027541876046901175,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.005291666666666668,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,mom_w1,0.0,0,0.0,0.3377668760469012,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,mom_w1,0.2,0,0.6708583333333333,0.09110343383584592,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.3291416666666666,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,mom_w1,0.3333333333333333,0,0.8539583333333334,0.0377641122278057,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.14604166666666668,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,mom_w1,0.5,0,0.9513,0.012152345058626467,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.0487,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,mom_w2,0.0,0,0.0,0.28125996649916246,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,mom_w2,0.2,0,0.7981166666666667,0.0382391541038526,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.20188333333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,mom_w2,0.3333333333333333,0,0.9311083333333333,0.011134003350083752,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.06889166666666667,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,80,16,right,mom_w2,0.5,0,0.9836583333333333,0.0021863902847571192,"{""15"": 199, ""30"": 200, ""5"": 200}",,"{""15"": 1, ""30"": 0, ""5"": 0}",,"{""15"": 1, ""30"": 0, ""5"": 0}",0.016341666666666668,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,sample_variance,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,sample_variance,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,sample_variance,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,sample_variance,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,paired_mean,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,paired_mean,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,paired_mean,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,paired_mean,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,mom_w1,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,mom_w1,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,mom_w1,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,mom_w1,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,mom_w2,0.0,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,mom_w2,0.2,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,mom_w2,0.3333333333333333,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,left,mom_w2,0.5,0,0.0,0.0,"{""15"": 200, ""30"": 200, ""5"": 200}",,"{""15"": 0, ""30"": 0, ""5"": 0}",,"{""15"": 0, ""30"": 0, ""5"": 0}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,primary,sample_variance,0.0,0,0.0,0.27477697676633844,"{""15"": 182, ""30"": 180, ""5"": 188}",0.16353703703703704,"{""15"": 18, ""30"": 20, ""5"": 12}",0.8364629629629629,"{""15"": 18, ""30"": 20, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,primary,sample_variance,0.2,0,0.8767666666666667,0.0014922994657037211,"{""15"": 182, ""30"": 180, ""5"": 188}",0.02408333333333333,"{""15"": 18, ""30"": 20, ""5"": 12}",0.6063240740740742,"{""15"": 18, ""30"": 20, ""5"": 12}",0.12323333333333332,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,primary,sample_variance,0.3333333333333333,0,0.9401833333333334,0.00013435126732999075,"{""15"": 182, ""30"": 180, ""5"": 188}",0.005157407407407408,"{""15"": 18, ""30"": 20, ""5"": 12}",0.5209907407407407,"{""15"": 18, ""30"": 20, ""5"": 12}",0.05981666666666668,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,primary,sample_variance,0.5,0,0.9623666666666667,8.865248226950355e-06,"{""15"": 182, ""30"": 180, ""5"": 188}",0.000787037037037037,"{""15"": 18, ""30"": 20, ""5"": 12}",0.4409259259259259,"{""15"": 18, ""30"": 20, ""5"": 12}",0.037633333333333324,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,primary,paired_mean,0.0,0,0.0,0.3210461534131747,"{""15"": 182, ""30"": 180, ""5"": 188}",0.19743518518518519,"{""15"": 18, ""30"": 20, ""5"": 12}",0.8025648148148147,"{""15"": 18, ""30"": 20, ""5"": 12}",1.0,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,primary,paired_mean,0.2,0,0.8275666666666667,0.018085855436919266,"{""15"": 182, ""30"": 180, ""5"": 188}",0.051629629629629636,"{""15"": 18, ""30"": 20, ""5"": 12}",0.6164074074074074,"{""15"": 18, ""30"": 20, ""5"": 12}",0.17243333333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,primary,paired_mean,0.3333333333333333,0,0.9205416666666667,0.003733984101005378,"{""15"": 182, ""30"": 180, ""5"": 188}",0.018666666666666665,"{""15"": 18, ""30"": 20, ""5"": 12}",0.5320925925925927,"{""15"": 18, ""30"": 20, ""5"": 12}",0.07945833333333333,"{""15"": 200, ""30"": 200, ""5"": 200}"
1e-06,160,16,primary,paired_mean,0.5,0,0.95685,0.0003766355787632383,"{""15"": 182, ""30"": 180, ""5"": 188}",0.004194444444444444,"{""15"": 18, ""30"": 20, ""5"": 12}",0.4461203703703704,"{""15"": 18, ""30"": 20, ""5"": 12}",0.04315,"{""15"": 200, ""30"": 200, ""5"": 200}"
